"","X1","indicador","periodo","valor_absoluto"
"3399",3399,"Other",2018-10-09,562
"3400",3400,"Other",2018-10-09,562
"3401",3401,"Self-care",2018-10-09,635
"3402",3402,"Self-care",2018-10-09,635
"3403",3403,"Prehospital Emergency Care",2018-10-08,113
"3404",3404,"Prehospital Emergency Care",2018-10-08,113
"3405",3405,"Other",2018-10-08,576
"3406",3406,"Other",2018-10-08,576
"3407",3407,"Other",2018-10-08,576
"3408",3408,"Other",2018-10-08,576
"3409",3409,"Primary care",2018-10-08,637
"3410",3410,"Primary care",2018-10-08,637
"3411",3411,"Primary care",2018-10-08,637
"3412",3412,"Primary care",2018-10-08,637
"3413",3413,"Poison Control hot-line",2018-10-08,20
"3414",3414,"Poison Control hot-line",2018-10-08,20
"3415",3415,"Emergency Care",2018-10-08,849
"3416",3416,"Emergency Care",2018-10-08,849
"3417",3417,"Poison Control hot-line",2018-10-08,20
"3418",3418,"Poison Control hot-line",2018-10-08,20
"3419",3419,"Prehospital Emergency Care",2018-10-08,113
"3420",3420,"Prehospital Emergency Care",2018-10-08,113
"3421",3421,"Self-care",2018-10-08,627
"3422",3422,"Self-care",2018-10-08,627
"3423",3423,"Self-care",2018-10-08,627
"3424",3424,"Self-care",2018-10-08,627
"3425",3425,"Emergency Care",2018-10-08,849
"3426",3426,"Emergency Care",2018-10-08,849
"3427",3427,"Self-care",2018-10-07,661
"3428",3428,"Self-care",2018-10-07,661
"3429",3429,"Primary care",2018-10-07,441
"3430",3430,"Primary care",2018-10-07,441
"3431",3431,"Poison Control hot-line",2018-10-07,25
"3432",3432,"Poison Control hot-line",2018-10-07,25
"3433",3433,"Primary care",2018-10-07,441
"3434",3434,"Primary care",2018-10-07,441
"3435",3435,"Poison Control hot-line",2018-10-07,25
"3436",3436,"Poison Control hot-line",2018-10-07,25
"3437",3437,"Prehospital Emergency Care",2018-10-07,107
"3438",3438,"Prehospital Emergency Care",2018-10-07,107
"3439",3439,"Prehospital Emergency Care",2018-10-07,107
"3440",3440,"Prehospital Emergency Care",2018-10-07,107
"3441",3441,"Other",2018-10-07,452
"3442",3442,"Other",2018-10-07,452
"3443",3443,"Self-care",2018-10-07,661
"3444",3444,"Self-care",2018-10-07,661
"3445",3445,"Emergency Care",2018-10-07,907
"3446",3446,"Emergency Care",2018-10-07,907
"3447",3447,"Other",2018-10-07,452
"3448",3448,"Other",2018-10-07,452
"3449",3449,"Emergency Care",2018-10-07,907
"3450",3450,"Emergency Care",2018-10-07,907
"3451",3451,"Prehospital Emergency Care",2018-10-06,121
"3452",3452,"Prehospital Emergency Care",2018-10-06,121
"3453",3453,"Emergency Care",2018-10-06,940
"3454",3454,"Emergency Care",2018-10-06,940
"3455",3455,"Poison Control hot-line",2018-10-06,33
"3456",3456,"Poison Control hot-line",2018-10-06,33
"3457",3457,"Poison Control hot-line",2018-10-06,33
"3458",3458,"Poison Control hot-line",2018-10-06,33
"3459",3459,"Self-care",2018-10-06,816
"3460",3460,"Self-care",2018-10-06,816
"3461",3461,"Primary care",2018-10-06,429
"3462",3462,"Primary care",2018-10-06,429
"3463",3463,"Prehospital Emergency Care",2018-10-06,121
"3464",3464,"Prehospital Emergency Care",2018-10-06,121
"3465",3465,"Other",2018-10-06,587
"3466",3466,"Other",2018-10-06,587
"3467",3467,"Self-care",2018-10-06,816
"3468",3468,"Self-care",2018-10-06,816
"3469",3469,"Emergency Care",2018-10-06,940
"3470",3470,"Emergency Care",2018-10-06,940
"3471",3471,"Other",2018-10-06,587
"3472",3472,"Other",2018-10-06,587
"3473",3473,"Primary care",2018-10-06,429
"3474",3474,"Primary care",2018-10-06,429
"3475",3475,"Emergency Care",2018-10-05,993
"3476",3476,"Emergency Care",2018-10-05,993
"3477",3477,"Prehospital Emergency Care",2018-10-05,105
"3478",3478,"Prehospital Emergency Care",2018-10-05,105
"3479",3479,"Self-care",2018-10-05,808
"3480",3480,"Self-care",2018-10-05,808
"3481",3481,"Emergency Care",2018-10-05,993
"3482",3482,"Emergency Care",2018-10-05,993
"3483",3483,"Primary care",2018-10-05,392
"3484",3484,"Primary care",2018-10-05,392
"3485",3485,"Poison Control hot-line",2018-10-05,35
"3486",3486,"Poison Control hot-line",2018-10-05,35
"3487",3487,"Other",2018-10-05,551
"3488",3488,"Other",2018-10-05,551
"3489",3489,"Prehospital Emergency Care",2018-10-05,105
"3490",3490,"Prehospital Emergency Care",2018-10-05,105
"3491",3491,"Self-care",2018-10-05,808
"3492",3492,"Self-care",2018-10-05,808
"3493",3493,"Primary care",2018-10-05,392
"3494",3494,"Primary care",2018-10-05,392
"3495",3495,"Poison Control hot-line",2018-10-05,35
"3496",3496,"Poison Control hot-line",2018-10-05,35
"3497",3497,"Other",2018-10-05,551
"3498",3498,"Other",2018-10-05,551
"3499",3499,"Primary care",2018-10-04,489
"3500",3500,"Primary care",2018-10-04,489
"3501",3501,"Prehospital Emergency Care",2018-10-04,108
"3502",3502,"Prehospital Emergency Care",2018-10-04,108
"3503",3503,"Self-care",2018-10-04,609
"3504",3504,"Self-care",2018-10-04,609
"3505",3505,"Emergency Care",2018-10-04,758
"3506",3506,"Emergency Care",2018-10-04,758
"3507",3507,"Prehospital Emergency Care",2018-10-04,108
"3508",3508,"Prehospital Emergency Care",2018-10-04,108
"3509",3509,"Other",2018-10-04,592
"3510",3510,"Other",2018-10-04,592
"3511",3511,"Emergency Care",2018-10-04,758
"3512",3512,"Emergency Care",2018-10-04,758
"3513",3513,"Poison Control hot-line",2018-10-04,27
"3514",3514,"Poison Control hot-line",2018-10-04,27
"3515",3515,"Poison Control hot-line",2018-10-04,27
"3516",3516,"Poison Control hot-line",2018-10-04,27
"3517",3517,"Self-care",2018-10-04,609
"3518",3518,"Self-care",2018-10-04,609
"3519",3519,"Other",2018-10-04,592
"3520",3520,"Other",2018-10-04,592
"3521",3521,"Primary care",2018-10-04,489
"3522",3522,"Primary care",2018-10-04,489
"3523",3523,"Self-care",2018-10-03,645
"3524",3524,"Self-care",2018-10-03,645
"3525",3525,"Other",2018-10-03,660
"3526",3526,"Other",2018-10-03,660
"3527",3527,"Primary care",2018-10-03,548
"3528",3528,"Primary care",2018-10-03,548
"3529",3529,"Primary care",2018-10-03,548
"3530",3530,"Primary care",2018-10-03,548
"3531",3531,"Emergency Care",2018-10-03,755
"3532",3532,"Emergency Care",2018-10-03,755
"3533",3533,"Poison Control hot-line",2018-10-03,27
"3534",3534,"Poison Control hot-line",2018-10-03,27
"3535",3535,"Prehospital Emergency Care",2018-10-03,100
"3536",3536,"Prehospital Emergency Care",2018-10-03,100
"3537",3537,"Poison Control hot-line",2018-10-03,27
"3538",3538,"Poison Control hot-line",2018-10-03,27
"3539",3539,"Prehospital Emergency Care",2018-10-03,100
"3540",3540,"Prehospital Emergency Care",2018-10-03,100
"3541",3541,"Self-care",2018-10-03,645
"3542",3542,"Self-care",2018-10-03,645
"3543",3543,"Emergency Care",2018-10-03,755
"3544",3544,"Emergency Care",2018-10-03,755
"3545",3545,"Other",2018-10-03,660
"3546",3546,"Other",2018-10-03,660
"3547",3547,"Prehospital Emergency Care",2018-10-02,114
"3548",3548,"Prehospital Emergency Care",2018-10-02,114
"3549",3549,"Self-care",2018-10-02,597
"3550",3550,"Self-care",2018-10-02,597
"3551",3551,"Primary care",2018-10-02,507
"3552",3552,"Primary care",2018-10-02,507
"3553",3553,"Prehospital Emergency Care",2018-10-02,114
"3554",3554,"Prehospital Emergency Care",2018-10-02,114
"3555",3555,"Self-care",2018-10-02,597
"3556",3556,"Self-care",2018-10-02,597
"3557",3557,"Other",2018-10-02,524
"3558",3558,"Other",2018-10-02,524
"3559",3559,"Other",2018-10-02,524
"3560",3560,"Other",2018-10-02,524
"3561",3561,"Poison Control hot-line",2018-10-02,26
"3562",3562,"Poison Control hot-line",2018-10-02,26
"3563",3563,"Primary care",2018-10-02,507
"3564",3564,"Primary care",2018-10-02,507
"3565",3565,"Emergency Care",2018-10-02,802
"3566",3566,"Emergency Care",2018-10-02,802
"3567",3567,"Emergency Care",2018-10-02,802
"3568",3568,"Emergency Care",2018-10-02,802
"3569",3569,"Poison Control hot-line",2018-10-02,26
"3570",3570,"Poison Control hot-line",2018-10-02,26
"3571",3571,"Primary care",2018-10-01,628
"3572",3572,"Primary care",2018-10-01,628
"3573",3573,"Emergency Care",2018-10-01,792
"3574",3574,"Emergency Care",2018-10-01,792
"3575",3575,"Poison Control hot-line",2018-10-01,20
"3576",3576,"Poison Control hot-line",2018-10-01,20
"3577",3577,"Other",2018-10-01,656
"3578",3578,"Other",2018-10-01,656
"3579",3579,"Prehospital Emergency Care",2018-10-01,103
"3580",3580,"Prehospital Emergency Care",2018-10-01,103
"3581",3581,"Other",2018-10-01,656
"3582",3582,"Other",2018-10-01,656
"3583",3583,"Self-care",2018-10-01,661
"3584",3584,"Self-care",2018-10-01,661
"3585",3585,"Emergency Care",2018-10-01,792
"3586",3586,"Emergency Care",2018-10-01,792
"3587",3587,"Self-care",2018-10-01,661
"3588",3588,"Self-care",2018-10-01,661
"3589",3589,"Prehospital Emergency Care",2018-10-01,103
"3590",3590,"Prehospital Emergency Care",2018-10-01,103
"3591",3591,"Primary care",2018-10-01,628
"3592",3592,"Primary care",2018-10-01,628
"3593",3593,"Poison Control hot-line",2018-10-01,20
"3594",3594,"Poison Control hot-line",2018-10-01,20
"3595",3595,"Self-care",2018-09-30,732
"3596",3596,"Self-care",2018-09-30,732
"3597",3597,"Primary care",2018-09-30,450
"3598",3598,"Primary care",2018-09-30,450
"3599",3599,"Poison Control hot-line",2018-09-30,28
"3600",3600,"Poison Control hot-line",2018-09-30,28
"3601",3601,"Self-care",2018-09-30,732
"3602",3602,"Self-care",2018-09-30,732
"3603",3603,"Emergency Care",2018-09-30,914
"3604",3604,"Emergency Care",2018-09-30,914
"3605",3605,"Primary care",2018-09-30,450
"3606",3606,"Primary care",2018-09-30,450
"3607",3607,"Prehospital Emergency Care",2018-09-30,114
"3608",3608,"Prehospital Emergency Care",2018-09-30,114
"3609",3609,"Prehospital Emergency Care",2018-09-30,114
"3610",3610,"Prehospital Emergency Care",2018-09-30,114
"3611",3611,"Other",2018-09-30,488
"3612",3612,"Other",2018-09-30,488
"3613",3613,"Emergency Care",2018-09-30,914
"3614",3614,"Emergency Care",2018-09-30,914
"3615",3615,"Other",2018-09-30,488
"3616",3616,"Other",2018-09-30,488
"3617",3617,"Poison Control hot-line",2018-09-30,28
"3618",3618,"Poison Control hot-line",2018-09-30,28
"3619",3619,"Emergency Care",2018-09-29,921
"3620",3620,"Emergency Care",2018-09-29,921
"3621",3621,"Other",2018-09-29,505
"3622",3622,"Other",2018-09-29,505
"3623",3623,"Poison Control hot-line",2018-09-29,27
"3624",3624,"Poison Control hot-line",2018-09-29,27
"3625",3625,"Other",2018-09-29,505
"3626",3626,"Other",2018-09-29,505
"3627",3627,"Prehospital Emergency Care",2018-09-29,107
"3628",3628,"Prehospital Emergency Care",2018-09-29,107
"3629",3629,"Primary care",2018-09-29,358
"3630",3630,"Primary care",2018-09-29,358
"3631",3631,"Primary care",2018-09-29,358
"3632",3632,"Primary care",2018-09-29,358
"3633",3633,"Emergency Care",2018-09-29,921
"3634",3634,"Emergency Care",2018-09-29,921
"3635",3635,"Poison Control hot-line",2018-09-29,27
"3636",3636,"Poison Control hot-line",2018-09-29,27
"3637",3637,"Self-care",2018-09-29,721
"3638",3638,"Self-care",2018-09-29,721
"3639",3639,"Prehospital Emergency Care",2018-09-29,107
"3640",3640,"Prehospital Emergency Care",2018-09-29,107
"3641",3641,"Self-care",2018-09-29,721
"3642",3642,"Self-care",2018-09-29,721
"3643",3643,"Emergency Care",2018-09-28,835
"3644",3644,"Emergency Care",2018-09-28,835
"3645",3645,"Poison Control hot-line",2018-09-28,23
"3646",3646,"Poison Control hot-line",2018-09-28,23
"3647",3647,"Prehospital Emergency Care",2018-09-28,114
"3648",3648,"Prehospital Emergency Care",2018-09-28,114
"3649",3649,"Other",2018-09-28,521
"3650",3650,"Other",2018-09-28,521
"3651",3651,"Primary care",2018-09-28,464
"3652",3652,"Primary care",2018-09-28,464
"3653",3653,"Poison Control hot-line",2018-09-28,23
"3654",3654,"Poison Control hot-line",2018-09-28,23
"3655",3655,"Emergency Care",2018-09-28,835
"3656",3656,"Emergency Care",2018-09-28,835
"3657",3657,"Prehospital Emergency Care",2018-09-28,114
"3658",3658,"Prehospital Emergency Care",2018-09-28,114
"3659",3659,"Other",2018-09-28,521
"3660",3660,"Other",2018-09-28,521
"3661",3661,"Primary care",2018-09-28,464
"3662",3662,"Primary care",2018-09-28,464
"3663",3663,"Self-care",2018-09-28,651
"3664",3664,"Self-care",2018-09-28,651
"3665",3665,"Self-care",2018-09-28,651
"3666",3666,"Self-care",2018-09-28,651
"3667",3667,"Poison Control hot-line",2018-09-27,16
"3668",3668,"Poison Control hot-line",2018-09-27,16
"3669",3669,"Emergency Care",2018-09-27,795
"3670",3670,"Emergency Care",2018-09-27,795
"3671",3671,"Other",2018-09-27,560
"3672",3672,"Other",2018-09-27,560
"3673",3673,"Other",2018-09-27,560
"3674",3674,"Other",2018-09-27,560
"3675",3675,"Primary care",2018-09-27,546
"3676",3676,"Primary care",2018-09-27,546
"3677",3677,"Self-care",2018-09-27,645
"3678",3678,"Self-care",2018-09-27,645
"3679",3679,"Poison Control hot-line",2018-09-27,16
"3680",3680,"Poison Control hot-line",2018-09-27,16
"3681",3681,"Prehospital Emergency Care",2018-09-27,111
"3682",3682,"Prehospital Emergency Care",2018-09-27,111
"3683",3683,"Self-care",2018-09-27,645
"3684",3684,"Self-care",2018-09-27,645
"3685",3685,"Primary care",2018-09-27,546
"3686",3686,"Primary care",2018-09-27,546
"3687",3687,"Emergency Care",2018-09-27,795
"3688",3688,"Emergency Care",2018-09-27,795
"3689",3689,"Prehospital Emergency Care",2018-09-27,111
"3690",3690,"Prehospital Emergency Care",2018-09-27,111
"3691",3691,"Poison Control hot-line",2018-09-26,25
"3692",3692,"Poison Control hot-line",2018-09-26,25
"3693",3693,"Self-care",2018-09-26,704
"3694",3694,"Self-care",2018-09-26,704
"3695",3695,"Other",2018-09-26,561
"3696",3696,"Other",2018-09-26,561
"3697",3697,"Other",2018-09-26,561
"3698",3698,"Other",2018-09-26,561
"3699",3699,"Primary care",2018-09-26,572
"3700",3700,"Primary care",2018-09-26,572
"3701",3701,"Emergency Care",2018-09-26,794
"3702",3702,"Emergency Care",2018-09-26,794
"3703",3703,"Poison Control hot-line",2018-09-26,25
"3704",3704,"Poison Control hot-line",2018-09-26,25
"3705",3705,"Prehospital Emergency Care",2018-09-26,105
"3706",3706,"Prehospital Emergency Care",2018-09-26,105
"3707",3707,"Self-care",2018-09-26,704
"3708",3708,"Self-care",2018-09-26,704
"3709",3709,"Primary care",2018-09-26,572
"3710",3710,"Primary care",2018-09-26,572
"3711",3711,"Emergency Care",2018-09-26,794
"3712",3712,"Emergency Care",2018-09-26,794
"3713",3713,"Prehospital Emergency Care",2018-09-26,105
"3714",3714,"Prehospital Emergency Care",2018-09-26,105
"3715",3715,"Prehospital Emergency Care",2018-09-25,97
"3716",3716,"Prehospital Emergency Care",2018-09-25,97
"3717",3717,"Other",2018-09-25,499
"3718",3718,"Other",2018-09-25,499
"3719",3719,"Poison Control hot-line",2018-09-25,19
"3720",3720,"Poison Control hot-line",2018-09-25,19
"3721",3721,"Primary care",2018-09-25,579
"3722",3722,"Primary care",2018-09-25,579
"3723",3723,"Emergency Care",2018-09-25,832
"3724",3724,"Emergency Care",2018-09-25,832
"3725",3725,"Self-care",2018-09-25,618
"3726",3726,"Self-care",2018-09-25,618
"3727",3727,"Poison Control hot-line",2018-09-25,19
"3728",3728,"Poison Control hot-line",2018-09-25,19
"3729",3729,"Self-care",2018-09-25,618
"3730",3730,"Self-care",2018-09-25,618
"3731",3731,"Primary care",2018-09-25,579
"3732",3732,"Primary care",2018-09-25,579
"3733",3733,"Other",2018-09-25,499
"3734",3734,"Other",2018-09-25,499
"3735",3735,"Emergency Care",2018-09-25,832
"3736",3736,"Emergency Care",2018-09-25,832
"3737",3737,"Prehospital Emergency Care",2018-09-25,97
"3738",3738,"Prehospital Emergency Care",2018-09-25,97
"3739",3739,"Emergency Care",2018-09-24,807
"3740",3740,"Emergency Care",2018-09-24,807
"3741",3741,"Other",2018-09-24,580
"3742",3742,"Other",2018-09-24,580
"3743",3743,"Emergency Care",2018-09-24,807
"3744",3744,"Emergency Care",2018-09-24,807
"3745",3745,"Self-care",2018-09-24,696
"3746",3746,"Self-care",2018-09-24,696
"3747",3747,"Poison Control hot-line",2018-09-24,22
"3748",3748,"Poison Control hot-line",2018-09-24,22
"3749",3749,"Prehospital Emergency Care",2018-09-24,99
"3750",3750,"Prehospital Emergency Care",2018-09-24,99
"3751",3751,"Primary care",2018-09-24,616
"3752",3752,"Primary care",2018-09-24,616
"3753",3753,"Prehospital Emergency Care",2018-09-24,99
"3754",3754,"Prehospital Emergency Care",2018-09-24,99
"3755",3755,"Other",2018-09-24,580
"3756",3756,"Other",2018-09-24,580
"3757",3757,"Poison Control hot-line",2018-09-24,22
"3758",3758,"Poison Control hot-line",2018-09-24,22
"3759",3759,"Self-care",2018-09-24,696
"3760",3760,"Self-care",2018-09-24,696
"3761",3761,"Primary care",2018-09-24,616
"3762",3762,"Primary care",2018-09-24,616
"3763",3763,"Self-care",2018-09-23,796
"3764",3764,"Self-care",2018-09-23,796
"3765",3765,"Primary care",2018-09-23,480
"3766",3766,"Primary care",2018-09-23,480
"3767",3767,"Prehospital Emergency Care",2018-09-23,108
"3768",3768,"Prehospital Emergency Care",2018-09-23,108
"3769",3769,"Emergency Care",2018-09-23,873
"3770",3770,"Emergency Care",2018-09-23,873
"3771",3771,"Poison Control hot-line",2018-09-23,28
"3772",3772,"Poison Control hot-line",2018-09-23,28
"3773",3773,"Emergency Care",2018-09-23,873
"3774",3774,"Emergency Care",2018-09-23,873
"3775",3775,"Self-care",2018-09-23,796
"3776",3776,"Self-care",2018-09-23,796
"3777",3777,"Poison Control hot-line",2018-09-23,28
"3778",3778,"Poison Control hot-line",2018-09-23,28
"3779",3779,"Other",2018-09-23,512
"3780",3780,"Other",2018-09-23,512
"3781",3781,"Primary care",2018-09-23,480
"3782",3782,"Primary care",2018-09-23,480
"3783",3783,"Prehospital Emergency Care",2018-09-23,108
"3784",3784,"Prehospital Emergency Care",2018-09-23,108
"3785",3785,"Other",2018-09-23,512
"3786",3786,"Other",2018-09-23,512
"3787",3787,"Poison Control hot-line",2018-09-22,24
"3788",3788,"Poison Control hot-line",2018-09-22,24
"3789",3789,"Self-care",2018-09-22,761
"3790",3790,"Self-care",2018-09-22,761
"3791",3791,"Emergency Care",2018-09-22,859
"3792",3792,"Emergency Care",2018-09-22,859
"3793",3793,"Emergency Care",2018-09-22,859
"3794",3794,"Emergency Care",2018-09-22,859
"3795",3795,"Prehospital Emergency Care",2018-09-22,97
"3796",3796,"Prehospital Emergency Care",2018-09-22,97
"3797",3797,"Primary care",2018-09-22,383
"3798",3798,"Primary care",2018-09-22,383
"3799",3799,"Poison Control hot-line",2018-09-22,24
"3800",3800,"Poison Control hot-line",2018-09-22,24
"3801",3801,"Self-care",2018-09-22,761
"3802",3802,"Self-care",2018-09-22,761
"3803",3803,"Prehospital Emergency Care",2018-09-22,97
"3804",3804,"Prehospital Emergency Care",2018-09-22,97
"3805",3805,"Primary care",2018-09-22,383
"3806",3806,"Primary care",2018-09-22,383
"3807",3807,"Other",2018-09-22,489
"3808",3808,"Other",2018-09-22,489
"3809",3809,"Other",2018-09-22,489
"3810",3810,"Other",2018-09-22,489
"3811",3811,"Prehospital Emergency Care",2018-09-21,101
"3812",3812,"Prehospital Emergency Care",2018-09-21,101
"3813",3813,"Emergency Care",2018-09-21,768
"3814",3814,"Emergency Care",2018-09-21,768
"3815",3815,"Poison Control hot-line",2018-09-21,21
"3816",3816,"Poison Control hot-line",2018-09-21,21
"3817",3817,"Prehospital Emergency Care",2018-09-21,101
"3818",3818,"Prehospital Emergency Care",2018-09-21,101
"3819",3819,"Other",2018-09-21,545
"3820",3820,"Other",2018-09-21,545
"3821",3821,"Primary care",2018-09-21,450
"3822",3822,"Primary care",2018-09-21,450
"3823",3823,"Other",2018-09-21,545
"3824",3824,"Other",2018-09-21,545
"3825",3825,"Self-care",2018-09-21,663
"3826",3826,"Self-care",2018-09-21,663
"3827",3827,"Emergency Care",2018-09-21,768
"3828",3828,"Emergency Care",2018-09-21,768
"3829",3829,"Poison Control hot-line",2018-09-21,21
"3830",3830,"Poison Control hot-line",2018-09-21,21
"3831",3831,"Self-care",2018-09-21,663
"3832",3832,"Self-care",2018-09-21,663
"3833",3833,"Primary care",2018-09-21,450
"3834",3834,"Primary care",2018-09-21,450
"3835",3835,"Poison Control hot-line",2018-09-20,24
"3836",3836,"Poison Control hot-line",2018-09-20,24
"3837",3837,"Primary care",2018-09-20,461
"3838",3838,"Primary care",2018-09-20,461
"3839",3839,"Other",2018-09-20,567
"3840",3840,"Other",2018-09-20,567
"3841",3841,"Prehospital Emergency Care",2018-09-20,110
"3842",3842,"Prehospital Emergency Care",2018-09-20,110
"3843",3843,"Other",2018-09-20,567
"3844",3844,"Other",2018-09-20,567
"3845",3845,"Self-care",2018-09-20,590
"3846",3846,"Self-care",2018-09-20,590
"3847",3847,"Primary care",2018-09-20,461
"3848",3848,"Primary care",2018-09-20,461
"3849",3849,"Emergency Care",2018-09-20,766
"3850",3850,"Emergency Care",2018-09-20,766
"3851",3851,"Prehospital Emergency Care",2018-09-20,110
"3852",3852,"Prehospital Emergency Care",2018-09-20,110
"3853",3853,"Self-care",2018-09-20,590
"3854",3854,"Self-care",2018-09-20,590
"3855",3855,"Emergency Care",2018-09-20,766
"3856",3856,"Emergency Care",2018-09-20,766
"3857",3857,"Poison Control hot-line",2018-09-20,24
"3858",3858,"Poison Control hot-line",2018-09-20,24
"3859",3859,"Self-care",2018-09-19,557
"3860",3860,"Self-care",2018-09-19,557
"3861",3861,"Emergency Care",2018-09-19,769
"3862",3862,"Emergency Care",2018-09-19,769
"3863",3863,"Other",2018-09-19,550
"3864",3864,"Other",2018-09-19,550
"3865",3865,"Self-care",2018-09-19,557
"3866",3866,"Self-care",2018-09-19,557
"3867",3867,"Primary care",2018-09-19,491
"3868",3868,"Primary care",2018-09-19,491
"3869",3869,"Poison Control hot-line",2018-09-19,15
"3870",3870,"Poison Control hot-line",2018-09-19,15
"3871",3871,"Prehospital Emergency Care",2018-09-19,116
"3872",3872,"Prehospital Emergency Care",2018-09-19,116
"3873",3873,"Emergency Care",2018-09-19,769
"3874",3874,"Emergency Care",2018-09-19,769
"3875",3875,"Poison Control hot-line",2018-09-19,15
"3876",3876,"Poison Control hot-line",2018-09-19,15
"3877",3877,"Other",2018-09-19,550
"3878",3878,"Other",2018-09-19,550
"3879",3879,"Primary care",2018-09-19,491
"3880",3880,"Primary care",2018-09-19,491
"3881",3881,"Prehospital Emergency Care",2018-09-19,116
"3882",3882,"Prehospital Emergency Care",2018-09-19,116
"3883",3883,"Self-care",2018-09-18,557
"3884",3884,"Self-care",2018-09-18,557
"3885",3885,"Primary care",2018-09-18,531
"3886",3886,"Primary care",2018-09-18,531
"3887",3887,"Poison Control hot-line",2018-09-18,27
"3888",3888,"Poison Control hot-line",2018-09-18,27
"3889",3889,"Emergency Care",2018-09-18,815
"3890",3890,"Emergency Care",2018-09-18,815
"3891",3891,"Prehospital Emergency Care",2018-09-18,95
"3892",3892,"Prehospital Emergency Care",2018-09-18,95
"3893",3893,"Poison Control hot-line",2018-09-18,27
"3894",3894,"Poison Control hot-line",2018-09-18,27
"3895",3895,"Self-care",2018-09-18,557
"3896",3896,"Self-care",2018-09-18,557
"3897",3897,"Other",2018-09-18,557
"3898",3898,"Other",2018-09-18,557
"3899",3899,"Emergency Care",2018-09-18,815
"3900",3900,"Emergency Care",2018-09-18,815
"3901",3901,"Primary care",2018-09-18,531
"3902",3902,"Primary care",2018-09-18,531
"3903",3903,"Prehospital Emergency Care",2018-09-18,95
"3904",3904,"Prehospital Emergency Care",2018-09-18,95
"3905",3905,"Other",2018-09-18,557
"3906",3906,"Other",2018-09-18,557
"3907",3907,"Self-care",2018-09-17,609
"3908",3908,"Self-care",2018-09-17,609
"3909",3909,"Prehospital Emergency Care",2018-09-17,103
"3910",3910,"Prehospital Emergency Care",2018-09-17,103
"3911",3911,"Poison Control hot-line",2018-09-17,27
"3912",3912,"Poison Control hot-line",2018-09-17,27
"3913",3913,"Self-care",2018-09-17,609
"3914",3914,"Self-care",2018-09-17,609
"3915",3915,"Primary care",2018-09-17,542
"3916",3916,"Primary care",2018-09-17,542
"3917",3917,"Prehospital Emergency Care",2018-09-17,103
"3918",3918,"Prehospital Emergency Care",2018-09-17,103
"3919",3919,"Other",2018-09-17,507
"3920",3920,"Other",2018-09-17,507
"3921",3921,"Primary care",2018-09-17,542
"3922",3922,"Primary care",2018-09-17,542
"3923",3923,"Emergency Care",2018-09-17,773
"3924",3924,"Emergency Care",2018-09-17,773
"3925",3925,"Poison Control hot-line",2018-09-17,27
"3926",3926,"Poison Control hot-line",2018-09-17,27
"3927",3927,"Other",2018-09-17,507
"3928",3928,"Other",2018-09-17,507
"3929",3929,"Emergency Care",2018-09-17,773
"3930",3930,"Emergency Care",2018-09-17,773
"3931",3931,"Prehospital Emergency Care",2018-09-16,105
"3932",3932,"Prehospital Emergency Care",2018-09-16,105
"3933",3933,"Emergency Care",2018-09-16,899
"3934",3934,"Emergency Care",2018-09-16,899
"3935",3935,"Self-care",2018-09-16,659
"3936",3936,"Self-care",2018-09-16,659
"3937",3937,"Primary care",2018-09-16,423
"3938",3938,"Primary care",2018-09-16,423
"3939",3939,"Emergency Care",2018-09-16,899
"3940",3940,"Emergency Care",2018-09-16,899
"3941",3941,"Poison Control hot-line",2018-09-16,26
"3942",3942,"Poison Control hot-line",2018-09-16,26
"3943",3943,"Poison Control hot-line",2018-09-16,26
"3944",3944,"Poison Control hot-line",2018-09-16,26
"3945",3945,"Other",2018-09-16,483
"3946",3946,"Other",2018-09-16,483
"3947",3947,"Self-care",2018-09-16,659
"3948",3948,"Self-care",2018-09-16,659
"3949",3949,"Prehospital Emergency Care",2018-09-16,105
"3950",3950,"Prehospital Emergency Care",2018-09-16,105
"3951",3951,"Other",2018-09-16,483
"3952",3952,"Other",2018-09-16,483
"3953",3953,"Primary care",2018-09-16,423
"3954",3954,"Primary care",2018-09-16,423
"3955",3955,"Self-care",2018-09-15,664
"3956",3956,"Self-care",2018-09-15,664
"3957",3957,"Emergency Care",2018-09-15,875
"3958",3958,"Emergency Care",2018-09-15,875
"3959",3959,"Self-care",2018-09-15,664
"3960",3960,"Self-care",2018-09-15,664
"3961",3961,"Emergency Care",2018-09-15,875
"3962",3962,"Emergency Care",2018-09-15,875
"3963",3963,"Primary care",2018-09-15,353
"3964",3964,"Primary care",2018-09-15,353
"3965",3965,"Poison Control hot-line",2018-09-15,19
"3966",3966,"Poison Control hot-line",2018-09-15,19
"3967",3967,"Other",2018-09-15,549
"3968",3968,"Other",2018-09-15,549
"3969",3969,"Poison Control hot-line",2018-09-15,19
"3970",3970,"Poison Control hot-line",2018-09-15,19
"3971",3971,"Prehospital Emergency Care",2018-09-15,104
"3972",3972,"Prehospital Emergency Care",2018-09-15,104
"3973",3973,"Other",2018-09-15,549
"3974",3974,"Other",2018-09-15,549
"3975",3975,"Prehospital Emergency Care",2018-09-15,104
"3976",3976,"Prehospital Emergency Care",2018-09-15,104
"3977",3977,"Primary care",2018-09-15,353
"3978",3978,"Primary care",2018-09-15,353
"3979",3979,"Emergency Care",2018-09-14,707
"3980",3980,"Emergency Care",2018-09-14,707
"3981",3981,"Self-care",2018-09-14,562
